date,Open,High,Low,Close,All,MA5,MA20,MA60
2017/08/29,115,115.5,115,115.5,17000,22690,30654.25,43652.3
2017/08/28,116.5,116.5,115,115.5,19809,23043.8,31017.95,43721.567
2017/08/25,116,116.5,115.5,116,20062,22816.4,31331.8,43876.2
2017/08/24,115,116,115,116,27724,23711.8,31705.45,43706.217
2017/08/23,115.5,116.5,115,115,28855,21736.4,32703.65,43775.317
2017/08/22,115.5,116,115,115,18769,21721.2,32648,43748.233
2017/08/21,114.5,115,114,115,18672,22695.8,33652.4,43817.75
2017/08/18,114.5,116,114,115.5,24539,28039.4,34154.5,44034.917
2017/08/17,115,116,115,116,17847,31369.8,34562.7,44111.383
2017/08/16,115,116,114.5,115,28779,37396.2,35396.3,44168.017
2017/08/15,115.5,116,114.5,115.5,23642,41098.2,35426.95,44481.75
2017/08/14,116.5,116.5,114,114,45390,43505.8,35968,44411.483
2017/08/11,114.5,117,114.5,116.5,41191,45489.2,35467.95,43959.233
2017/08/10,118,118,115,116,47979,41501.2,35178.2,44079.8
2017/08/09,119.5,120.5,117.5,118,47289,38446,36916.95,43744.283
2017/08/08,122,122.5,119.5,121,35680,37107.6,39030.85,43537.367
2017/08/07,119.5,122,119.5,121.5,55307,34826.4,40822.2,43487.25
2017/08/04,119,119.5,118.5,119.5,21251,28982.2,40303.25,43544.633
2017/08/03,117.5,119,117.5,119,32703,30239,40869.15,43849.25
2017/08/02,118,119.5,117.5,118.5,40597,33236,40780.8,44048.083
2017/08/01,116.5,117.5,116.5,116.5,24274,30665,41641.05,45134.917
2017/07/31,116.5,117.5,116.5,117.5,26086,33581.6,43690.05,45079.967
2017/07/28,117.5,118,116.5,117.5,27535,34107.2,44763.3,45012.15
2017/07/27,117,118.5,117,117.5,47688,35140.8,46780.15,45010.3
2017/07/26,117.5,117.5,115.5,115.5,27742,32507,46811.65,44925.55
2017/07/25,116.5,117.5,116,117,38857,32837,50106.85,45447.133
2017/07/24,114.5,116,114,116,28714,31958.2,52305.75,45581.917
2017/07/21,116.5,116.5,114.5,115,32703,33293.2,57789.4,45547.983
2017/07/20,118,118.5,116.5,116.5,34519,33831.8,58039.1,45661.583
2017/07/19,117.5,118,117,117,29392,43478.8,59232.65,45667.117
2017/07/18,115.5,117,115,117,34463,55513.8,61242.45,45432.583
2017/07/17,116,116,115,115.5,35389,62922.6,64028.35,45100.933
2017/07/14,116,116,115,115.5,35396,64830.4,66828.95,44931.683
2017/07/13,115.5,116,115,115.5,82754,64265,67827.15,44853.75
2017/07/12,118.5,119.5,118,118.5,89567,53901.4,64806.15,43725.533
2017/07/11,117,118.5,116.5,118.5,71507,47548.4,62324.4,42708.117
2017/07/10,115,116,114.5,115.5,44928,46297.8,60868.2,42110.75
2017/07/07,114.5,115,114,114.5,32569,46822.4,61113.25,42385.35
2017/07/06,115.5,115.5,114,115.5,30936,53883,61175.7,42510.55
2017/07/05,113.5,116,113,116,57802,57359.4,60380.6,42765.017
2017/07/04,116.5,117,113,113,65254,64528.2,58661.6,42422.4
2017/07/03,116,118,116,116.5,47551,68044.4,56456.7,42387.4
2017/06/30,117.5,118,116,117,67872,86211.6,55533.5,42659.217
2017/06/29,119.5,120,118.5,119,48318,80176.6,52633.05,44369.8
2017/06/28,120,121,118,118,93646,82191,51810.65,44017.65
2017/06/27,119,122.5,119,121.5,82835,77379.4,48489.85,42766.567
2017/06/26,113.5,121,113,120,138387,78848.6,45495.1,41775.683
2017/06/23,113,114,112.5,112.5,37697,69451.4,40160.85,39920.6
2017/06/22,113,114.5,112,112.5,58390,72984,39732.35,39679.95
2017/06/21,113.5,114,112,113,69588,65772.8,37875.1,39033.633
2017/06/20,111.5,115,111.5,114.5,90181,59841.6,36775.85,38152.7
2017/06/19,106,110,106,109.5,91401,50282,33238.1,37053.65
2017/06/16,102.5,105,102.5,105,55360,41967.6,29580.8,36023.783
2017/06/15,102.5,103,102,102.5,22334,37659.2,29234.05,35379.5
2017/06/14,102.5,103,101,102,39932,36199.2,29509.75,35782.4
2017/06/13,101,102.5,101,102,42383,32897.2,29256.85,35763.25
2017/06/12,103,103.5,102,102,49829,28651.8,28771.35,35350.083
2017/06/09,105,106,105,105,33818,24503.4,29217.4,34862.683
2017/06/08,105,105.5,104.5,105,15034,19712.4,29502.9,34554.333
2017/06/07,105,105.5,104.5,105,23422,23079.6,30982.85,34929.583
2017/06/06,105.5,105.5,105,105,21156,23841.2,35102.1,35107.317
2017/06/05,105,106,105,105.5,29087,24198,35093.15,35314.65
2017/06/03,105,105.5,104.5,105,9863,24721,34739.65,35332.333
2017/06/02,105,105.5,104.5,105.5,31870,28573.8,35617.7,35475.1
2017/06/01,103.5,104.5,103,104.5,27230,26448.8,36154.35,35442.567
2017/05/31,103.5,104,103,103,22940,30523.4,37744.7,35555.083
2017/05/26,104,104.5,104,104.5,31702,29820.6,38944.9,35679.9
2017/05/25,104.5,105,104,105,29127,27131.2,38693.7,35680.6
2017/05/24,103.5,104.5,103.5,104,21245,30990.8,39213.3,35719.967
2017/05/23,103,104.5,102.5,104,47603,32311.4,39893.6,35830.267
2017/05/22,102.5,102.5,102,102.5,19426,29765.6,38279.45,35610.8
2017/05/19,102,102.5,101.5,101.5,18255,32415,38036.35,35744.983
2017/05/18,101,102,100.5,102,48425,40514,38385.3,35626.667
2017/05/17,103,103.5,102,103,27848,38734.6,37500.05,35316.567
2017/05/16,104,104,102.5,103.5,34874,42091.6,36860.7,35645.867
2017/05/15,103,104.5,102.5,104,32673,56278.2,36543.1,36311.183
2017/05/12,104,105,102,102.5,58750,53939,36692.7,36998.55
2017/05/11,104,104,103,104,39528,46592.4,36825.4,36901.05
2017/05/10,105.5,105.5,103,104,44633,44171.6,36853.05,37589.117
2017/05/09,102,105.5,101.5,104,105807,43765.6,36931.6,38423.583
2017/05/08,101,101.5,100,101,20977,34411.6,33503.5,38270.2
2017/05/05,100,101,100,100,22017,39605,35612.35,38866.3
2017/05/04,100.5,101,100,100.5,27424,40537.2,37704.5,39239.617
2017/05/03,100,101.5,100,100.5,42603,42956.2,44858.65,39355.333
2017/05/02,99.8,100.5,99.8,100,59037,41405.8,44087.95,39834.217
2017/04/28,98.5,99.5,98,98.8,46944,32662.4,42065.15,39271.333
2017/04/27,98.3,98.5,97.9,98.3,26678,26186.4,40887.05,38951.167
2017/04/26,98.7,98.7,98,98.2,39519,25897.6,40907.25,38789.35
2017/04/25,97.7,97.9,97.1,97.9,34851,24137.8,40094.2,38483.317
2017/04/24,97.7,97.7,96.5,97,15320,20179.8,39332.2,38218.45
2017/04/21,96.2,96.8,96.2,96.5,14564,22820.2,39402.8,38203.717
2017/04/20,96,96.2,95.5,96,25234,27040.4,39886.5,38229.983
2017/04/19,96.5,96.5,95.8,95.8,30720,34274.4,40105.25,38185.933
2017/04/18,97.9,98,96.8,97,15061,36146.6,39404.4,38139.083
2017/04/17,96.7,97.3,95.6,97.3,28522,42375.2,40976.75,38336.467
2017/04/14,97.7,97.8,96.7,96.7,35665,44119.8,41489.8,38124.983
2017/04/13,97.7,99.3,97.5,98.5,61404,49617.6,40586.2,37800.183
2017/04/12,97.4,97.4,96.6,97.3,40081,50108.8,38545.25,37142.667
2017/04/11,96.9,97.6,96.5,96.9,46204,76194,37307.05,36895.017
2017/04/10,96,96.5,95.6,96.5,37245,72391,36874.3,36518.3
2017/04/07,97,97.7,95.2,96.1,63154,68658.2,36716.35,36151.95
2017/04/06,98.2,98.6,96.7,97.3,63860,60703.8,35238.45,35458.567
2017/04/05,96,98.4,95.6,98,170507,53348.2,33552.85,34788.55
2017/03/31,91.4,91.6,91,91,27189,23898.4,25948.95,32208.25
2017/03/30,91.5,91.6,91.2,91.4,18581,22382.8,26085.4,31896.233
2017/03/29,91.7,91.8,91,91.5,23382,22013,26855.4,31721
2017/03/28,90.9,91.3,90.6,91.2,27082,22184.2,27207.75,31694.583
2017/03/27,90,91,89.8,90.5,23258,22689.6,27440.85,31708.9
2017/03/24,90.5,91,90.5,90.6,19611,21378.6,27852.4,31867.417
2017/03/23,91.7,91.7,90.8,91.3,16732,26758,28265,31932.183
2017/03/22,90.8,91.5,90.5,91.5,24238,31168.2,29150.15,32057.133
2017/03/21,91.3,91.8,91.3,91.5,29609,29839.2,29312.1,32245.65
2017/03/20,91.3,91.4,90.9,91.3,16703,28034.4,28389.45,32303.45
2017/03/17,91.3,91.4,91,91.4,46508,27757.2,29045.25,32524.917
2017/03/16,90.5,91.4,90.4,90.9,38783,25965.4,29100.15,32355.883
2017/03/15,89.9,90.4,89.7,90.1,17593,25026,30900.65,32297.467
2017/03/14,90,90.5,89.9,90,20585,28226.6,33716.75,32796.283
2017/03/13,90.2,90.2,89.5,90,15317,30139.2,35332.5,33834.083
2017/03/10,88.9,90,88,89.9,37549,30761.6,38607.25,34195.267
2017/03/09,90.2,90.3,89.3,89.3,34086,29235.4,41464.85,34063.05
2017/03/08,90.8,91,90.1,90.7,33596,29214.4,44590.75,33758.267
2017/03/07,89.9,90.7,89.6,90.5,30148,28581,45748.1,33655.2
2017/03/06,88.8,89.9,88.5,89.9,18429,28900.2,46461.5,33581.95
2017/03/03,89.7,89.7,88.6,88.8,29918,31512.2,47258.4,34104.067
2017/03/02,90.1,90.3,88.8,89.6,33981,31101.2,49329.3,34300.233
2017/03/01,90.4,90.4,89,89,30429,31192,48893.45,33987.683
2017/02/24,89.8,90.3,89.5,89.5,31744,30601.6,48758.7,33747.817
2017/02/23,89.8,90.7,89.8,90.3,31489,26484,48019.95,33490.25
2017/02/22,90.7,90.9,90,90.5,27863,26150,47503.35,33405.483
2017/02/21,91,91,89.8,90.5,34435,30098.6,47058.15,33417.417
2017/02/20,90,90.2,89.8,90.1,27477,38170.2,46058.2,33082.167
2017/02/18,90,90.3,89.6,89.9,11156,47457.8,45491.35,33159.633
2017/02/17,90.4,90.9,90,90,29819,55806.6,46063.1,33504.133
2017/02/16,91.5,91.8,90,91,47606,66005.2,45967.6,33618.483
2017/02/15,90.5,91,90.1,90.9,74793,75424.2,44932.5,33389.983
2017/02/14,90.6,90.7,89.6,90,73915,79786.4,41984.5,32908.883
2017/02/13,89.4,89.9,88.8,89.9,52900,76352,39097.6,32894.117
2017/02/10,89,89.8,88.5,89.1,80812,74655.2,37550.25,32820.317
2017/02/09,88,88.9,87.7,88.9,94701,65366.2,34770.75,32644.433
2017/02/08,86,87.5,85.8,87.5,96604,60693.2,31215.75,31405.267
2017/02/07,85.5,85.8,84.6,85.8,56743,46425.2,27148.75,30295.667
2017/02/06,84.2,85,84,85,44416,40623.4,25389.15,29775.983
2017/02/03,83.8,84.1,83.5,83.7,34367,35134,24351.3,29743.583
2017/02/02,85.7,85.7,83.2,84.1,71336,32492,23417.4,30029.167
2017/01/24,83.6,84,83.6,83.7,25264,22016.6,20274,29226.833
2017/01/23,83.5,84,83.4,84,27734,19851,19414.15,29320.483
2017/01/20,84,84,83.4,83.4,16969,17532.2,19117.3,29360.1
2017/01/19,83.3,83.8,83,83.5,21157,18656.6,19665.9,29690.983
2017/01/18,84,84.1,83.3,83.3,18959,20007,20246.5,29943.567
2017/01/17,83.8,84,83.5,84,14436,21596,20473.4,30435.833
2017/01/16,84,84,83.5,83.5,16140,21875.4,20963.05,30713.1
2017/01/13,84.3,84.4,83.9,84.2,22591,21882.8,21933.5,31522.967
2017/01/12,84.2,84.4,83.6,84.3,27909,21755.2,22457.8,31811.883
2017/01/11,84.4,84.4,83.4,84.2,26904,21217.8,22561.9,31919.333
2017/01/10,83.9,84.1,83.6,84,15833,20557.2,23035,32012.6
2017/01/09,84.1,84.3,83.5,83.5,16177,20443.4,24007.25,32241.65
2017/01/06,84.5,84.5,83.8,83.8,21953,21518.2,25574.5,32344.567
2017/01/05,84.4,84.5,83.8,84,25222,21859.4,28619.5,32558.783
2017/01/04,84.3,84.6,84.2,84.2,23601,19952.8,29207.8,32776.967
2017/01/03,83.7,84.3,83.7,84.3,15264,16926.2,29508.55,33244.65
2016/12/30,84.2,84.4,84,84.2,21551,15486.8,29535.3,33243.683
2016/12/29,83.1,84.3,83.1,83.6,23659,15536,29828.35,33297.017
2016/12/28,83.1,84,83.1,84,15689,16392.4,29933.05,33138.767
2016/12/27,83.5,83.6,83,83.5,8468,19808.4,31636.4,33206.917
2016/12/26,82.8,83.3,82.8,83.3,8067,22814.2,33297.4,33462.3
2016/12/23,82.7,83.5,82.6,82.7,21797,26046.6,33655.45,33838.117
2016/12/22,83.6,83.6,82.7,82.8,27941,28797,33367.45,34258.267
2016/12/21,84.1,84.2,83.3,83.3,32769,29824.2,32784.9,34322.55
2016/12/20,83.5,83.8,83,83.7,23497,29268.6,32466.6,34273.4
2016/12/19,83.5,83.7,82.8,82.8,24229,31842.4,32720.7,34407.483
2016/12/16,83.9,84.5,83.6,83.6,35549,34052.2,32225.25,34488.8
2016/12/15,83.5,84.3,83.5,84.2,33077,36446.8,32054.05,34585.15
2016/12/14,84.9,85,83.7,83.7,29991,46402,31991.5,35309.567
2016/12/13,84,84.4,83.6,84.4,36366,47801.4,32325.95,35541.1
2016/12/12,84.5,84.9,83.3,83.4,35278,46451.4,32202.45,35558.5
2016/12/09,85.5,85.6,84.7,85,47522,42555.6,32734.9,35488.833
2016/12/08,84,84.8,83.7,84.8,82853,38533.6,34010.25,35085.183
2016/12/07,83.2,83.4,82.8,83.1,36988,27113.6,32291.2,34314.683
2016/12/06,82.1,82.4,81.9,82.3,29616,29667.2,33954.75,34529.85
2016/12/05,81.6,81.9,81.1,81.3,15799,32081.6,33491.5,34977.683
2016/12/02,81.5,81.9,81.3,81.7,27412,31967.4,34202.95,35562.767
2016/12/01,82.7,82.7,81.7,82.4,25753,29692.4,34110.45,35846.883
2016/11/30,82.2,82.9,81.3,82,49756,27799.8,34946.4,38058.567
2016/11/29,82,82.8,81.6,82,41688,23129.2,35033.7,38929.283
2016/11/28,81.4,81.4,80.7,81.3,15228,20507.4,34109.1,39358.583
2016/11/25,80.9,81,80.4,80.5,16037,20325.8,34891.85,39868.133
2016/11/24,81.5,81.7,81.1,81.1,16290,23543.4,35595.55,40601.333
2016/11/23,81.8,82.3,81.7,82,26403,26650.6,36622.15,40976.85
2016/11/22,81.3,81.7,81,81.2,28579,28706,37117.6,41478.05
2016/11/21,80.9,81.1,80.5,80.9,14320,29769.4,38113.4,41730.75
2016/11/18,80.6,81.3,79.8,80.9,32125,36090.8,38951,42027.55
2016/11/17,79.8,80.6,79.3,80.6,31826,44271.6,40581.35,41914.283
2016/11/16,79.4,79.9,79,79,36680,47600.8,40986.35,42009.067
2016/11/15,78.7,79.8,78.7,79,33896,54316.6,40870.15,42085
2016/11/14,79.5,79.6,78.6,79,45927,51607.6,40800.35,42578.783
2016/11/11,79.5,80.3,79,79,73029,48427.8,39982.8,42401.95
2016/11/10,82.4,82.4,81.5,81.5,48472,38934.4,37448.95,41880.833
2016/11/09,84,84.2,80.1,80.4,70259,37734.4,36765.65,43008.033
2016/11/08,83.9,84,82.6,83,20351,33983,35168.35,42359.2
2016/11/07,82.5,83.6,82.3,83.5,30028,34552,36733.9,42376.083
2016/11/04,81.6,82.5,81.6,82,25562,34723,35992.8,42288.567
2016/11/03,82.1,83,81.6,81.7,42472,35632.8,35952.25,42493.967
2016/11/02,84,84.4,82.6,82.6,51502,34502.8,34536.85,42151.183
